"cod_cent";"id";"nombre";"tipo_elem";"x";"y"
"05015";3943;"Hermanos Becquer S-N - Serrano-General Oraa";"URB";441717,489473088;4476379,53863383
"06030";3970;"Francisco Silvela N-S - Principe Vergara-Maria Molina";"URB";442466,342815802;4476608,5852883
"07017";10192;"Conde Peñalver N-S - Diego de León-Maldonado";"URB";442747,376919354;4476157,95017405
"09010";4026;"O´Donnell E-O - Aguirre-Alcala";"URB";442199,992473981;4474755,24675353
"10030";4074;"(TACTICO) Antonio Acuña S-N - Doctor Castelo-O´Donnell";"URB";442402,95821149;4474753,70084498
"12015";4122;"Pº Delicias S-N - Pl, Legazpi-Pl, Beata Mª Ana Jesus";"URB";441021,682267301;4471548,15663425
"12016";4123;"Guillermo de Osma O-E - Domingo P, Val - Pl,Beata Mª Ana Jesus";"URB";440939,679146183;4471721,84350131
"18005";4383;"(AFOROS)Alberto Aguilera O-E - Gta, Ruiz Jiménez-Vallehermoso";"URB";440053,218981327;4475698,69520825
"19015";4416;"Gonzalo de Córdoba E-O - Cardenal Cisneros-Fuencarral";"URB";440367,092607547;4475972,20382693
"22002";4455;"Rios Rosas, 28 E-O - Ponzano-Santa Engracia";"URB";440685,155257766;4477041,39018044
"60016";5463;"PºCastellana S-N - Juán Gris- Sor Angela de la Cruz";"URB";441485,849369816;4478736,87655188
"61005";5519;"Memorial 11 de Marzo 2004 O-E - Av,Pio XII-Comandante Franco";"URB";442913,050937088;4479787,5404049
"61006";5520;"Cuesta Sagrado Corazón E-O - M-30 -Comandante Franco";"URB";443161,764911565;4479742,79944369
"61008";5522;"Memorial 11 de Marzo 2004 E-O - Pl,Duque de Pastrana-Av,Pio XII";"URB";442650,568086673;4479897,44625943
"61060";5571;"Pº de la Habana N-S - Honduras -Domingo Fernández";"URB";442227,627681391;4478979,10302092
"61114";5618;"Pte Costa Rica O-E(Salida Túnel) - José MªSoler-Arturo Soria";"URB";443508,78225572;4478982,63162718
"62033";5649;"Rosario Pino E-O - PºCastellana-Poeta Joan Maragall";"URB";441434,060492114;4479274,41697391
"63002";3425;"Bravo Murillo N-S - Navarra-Castilla";"URB";440388,395197063;4478331,85460338
"63042";5729;"Edgar Neville N-S - Raimundo Fdez,Villaverde-Hernani";"URB";440885,526857558;4477611,81917921
"97020";3513;"Av,Reina Victoria E-O - Castillo Piñeiro -Av,Pablo Iglesias";"URB";440053,097317172;4477621,18689673
"97067";4485;"Av,Séneca 14 E-O - Entrada Pte Franceses";"URB";437958,229418547;4476284,53645673
"97108";7076;"Méndez Alvaro S-N - Garganta de los Montes-Comercio";"URB";441919,762839816;4472317,58038324
"41023";5833;"C/, Sierra del Cadi - Arroyo del Olivar-Av, Albufera";"URB";443935,329260428;4471564,75050196
"41406";5867;"C/, Ramón Pérez de Ayala  - Ramón Pérez de Ayala-El Bosco";"URB";444684,144843873;4472571,18682016
"45009";5955;"Av, Institución Libre Enseñanza - Emilio Muñóz-Valdecanillas";"URB";446400,526683208;4475628,6601006
"45010";5956;"Av, Institución Libre Enseñanza - Gandhi-Av, Arcentales";"URB";446617,142729912;4475197,19963633
"45045";3647;"C/, José Arcones Gil  - Portugalete-Gandhi";"URB";446358,516900989;4475213,65371452
"46032";6038;"C/, Torrelaguna  - Arturo Baldasano-José Silva";"URB";443981,955537857;4478451,45254494
"46033";6039;"C/, Torrelaguna  - Av, Ramón y Cajal-Acceso M30";"URB";443984,139107713;4478277,30226478
"47041";10167;"C/ Serrano Galvache - Bausa - Arturo Soria";"URB";443335,900923631;4480286,09050827
"47042";6101;"C/, Añastro - Mesena-Arturo Soria";"URB";443729,321702083;4479859,73609218
"47043";6102;"C/, Mesena - Manuel Uribe-Añastro";"URB";443773,337852947;4479786,02883491
"55015";6235;"Av, de los Andes - Abelias-Pl, Yucatán";"URB";446854,031332795;4478124,10713009
"55016";6236;"Av, de los Andes - Abelias-Gta, Mar Caribe";"URB";447072,970227439;4478308,85811396
"55068";10144;"C/, Alcorisa 31 - Calanda-Silvano";"URB";445700,264149588;4479223,26170501
"10031";4075;"O´Donnell E-O - Miguel Vives-Maiquez";"URB";442993,940192846;4474744,48956729
"57007";6338;"Av, Logroño  - Bureta-San Severo";"URB";450339,82972042;4479471,01365056
"59015";6369;"C/, Virgen del Portillo - José del Hierro-Fernández Cano";"URB";445154,963461344;4476720,18311307
"64025";6410;"C/, Aquitania - Toscana-Av, Canillejas a Vicálvaro";"URB";448072,891040037;4474654,03088765
"65021";3812;"Doctor Garcia Tapia 216 E-O - Fobos-Fuente Carrantona";"URB";446285,664199048;4473216,97634621
"18026";10258;"San Bernardo S-N - Palma -Daoiz";"URB";440056,598730343;4475359,59873519
"66009";6475;"Pº, Ginebra - Suecia-Av, Niza";"URB";448730,888542283;4475069,96158534
"71017";6518;"Av, Arcentales - Gta, Arcentales-San Romualdo";"URB";447421,051881663;4476076,69561468
"82030";10156;"C/, Jesus del Pino - Puerto Idiazabal-Felipe Álvarez";"URB";447064,146627179;4470279,60889199
"89302";6992;"Delante grupo 1 - Delante grupo 1";"URB";448963,569575629;4468781,80963587
"14009";4207;"(TACTICO) MARQUES DE LA VALDAVIA S-N(ENTRADA CRUCE)";"URB";440939,61158974;4473111,9194748
"23033";4477;"JUAN XXIII S-N(AV,MONCLOA-BEATRIZ DE BOBADILLA)";"URB";439197,046624731;4477737,36529917
"30005";3438;"GTA, SAN ANTONIO DE LA FLORIDA O-E(GIRO A SAN POL DE MAR)";"URB";438461,68705911;4475270,90245983
"59035";6967;"C/, José del Hierro - Rosalia Trujillo-Doctor Vallejo";"URB";445285,524598655;4476769,46942575
"30401";4331;"(TACTICO) P: VIRGEN DEL PUERTO N-E(GIRO A CDAD, PLASENCIA)";"URB";438848,245526014;4474086,13734639
"31025";4514;"PABLO IGLESIAS S-N(ARQUITECTO SANCHEZ ARCAS-LECEROS)";"URB";439586,755102145;4478611,72474313
"31026";4515;"PABLO IGLESIAS O-E(ARQUITECTO SANCHEZ ARCAS-NUMANCIA)";"URB";439533,217216149;4478469,83832716
"32004";4545;"(MICRO) CAPITAN BLANCO ARGIBAY O-E(P: DIRECCISN-P,CEBRERO)";"URB";439756,303279783;4480157,24608054
"32038";10166;"PSO, DIRECCION E-O (AV, ASTURIAS - REYES AIZQUIBEL)";"URB";440346,260063842;4480184,90074411
"33040";3591;"AGUSTMN DE FOXA S-N(ENRIQUE LARRETA-JOSI VASCSNCELOS)";"URB";441861,932969173;4480127,10893132
"35028";4665;"AV,BRUSELAS N-S(PL,VENECIA-AV,BRUSELAS)";"URB";443770,678721965;4476803,46076418
"35029";4666;"AV,BRUSELAS S-N(AV,BRUSELAS-PL,VENECIA)";"URB";443777,088206926;4476794,16155361
"43025";5436;"FINISTERRE S-N(MELCHOR FDEZ, ALMAGRO-AV,MONFORTE  LEMOS)";"URB";440458,882712678;4481172,69658659
"91002";5744;"Bambz N-S(Consuegra-Av, Pio XII)";"URB";442589,886366315;4480622,52474496
"93030";9913;"Valle de Mena O-E (Isaac Rabmn-Jzan Andris)";"URB";438609,907112758;4480417,90741961
"25008";4778;"AV, CORDOBA ENTRE S, GOMEZ Y GTA, CADIZ  S-N";"URB";440708,727403868;4470821,08332162
"27034";4851;"VILLALONSO E-O(EDUARDO BARREIROS-CTRA, CCHEL, VILLAVERDE)";"URB";440089,216861393;4466853,08553707
"36005";6634;"(TACTICO)VIRGEN OLMOS E-O";"URB";430427,733673941;4480160,63654959
"36007";6636;"AV,VICTORIA S-N(V,OLMOS -P, ANDRADE)";"URB";430411,330263208;4480142,30090019
"37014";4901;"VALMOJADO ENTRE VALMOJADO Nº53 Y Nº 49 SENTIDO S-N";"URB";435699,628977867;4471990,09430494
"38018";4937;"(TACTICO) NTRA, SRA, FATIMA O-E (PINGÜINO-EUGENIA MONTIJO)";"URB";436446,218968409;4469982,44964089
"38300";6829;"(MICRO) AV,POBLADOS E-O(GIRO SECOYA)";"URB";436996,687342703;4469471,64023673
"39055";3682;"(TACTICO) CRISTO VEGA S-N(CRISTO LEPANTO-CRISTO VICTORIA)";"URB";440461,006706669;4470324,61281474
"42055";5906;"(TACTICO) LAGUNA GRANDE, 1 N-S (PROX, GR-14)";"URB";439880,372000771;4481936,11283773
"50004";5065;"OPORTO O-E(PORTALEGRE-ABRANTES)";"URB";438619,691959672;4470778,34311805
"39054";3632;"SANTUARIO N-S(ANTONIO PADUA-EVANGELIOS)";"URB";440592,356077628;4470628,19010079
"58011";5144;"CARCASTILLO ENTRADA CRUCE";"URB";437714,33588542;4470073,714464
"50018";5084;"Pº STA, Mª CABEZA S-N (LATERAL)";"URB";439059,264257216;4470585,57960259
"80010";5156;"AV, LAS AGUILAS ENTRE AVDA,DE LOS POBLADOS Y OCAÑA SENTIDO S-N";"URB";435378,323598351;4470865,97206071
"85012";5286;"ANTONIO LOPEZ O-E (MARQUES DE VADILLO-BALEARES)";"URB";439325,439563167;4472108,04286202
"86006";5309;"PLATILLOS ENTRE LAS TROMPAS Y AV, AVIACION";"URB";434783,249922718;4469436,49094267
"68005";6487;"Ronda del Sur - Cooperativa Eléctrica-Av, Entrevías";"URB";443919,57138707;4469676,78159863
"86015";5319;"AV, AVIACION ENTRE NAVALMORAL DE LA MATA Y MIRABEL";"URB";433766,655936822;4469723,026222
"74003";6550;"C/, Deyanira  - Arrastaria-Campezo";"URB";450409,579463888;4477067,50581396
"74004";6551;"C/, Campezo - Deyanira-Pirra";"URB";450555,689755731;4477153,47325338
"79022";3458;"C/, Quintanavides - Foresta-Abetal";"URB";443433,713263475;4483131,67200254
"94024";10014;"VALLE TOBALINA N-S (ACEBEDA - BASCUÑUELOS)";"URB";439233,916406528;4465540,25317227
"82014";5213;"Cno, Hormigueras - Provisional-Gonzalez Davila";"URB";445878,137335696;4469697,51268043
"95007";4547;"CARAMUEL S-N(JUAN TORNERO-Pº EXTREMADURA)";"URB";438317,382347317;4473849,95562396
"83401";9836;"C/, Bruno Abundez - Bruno Abundez-Ctra, Vicalvaro a Vallecas";"URB";446719,260132931;4470458,20047051
"98011";4921;"(TACTICO) INCORPORACION DESDE A-5 (DIRECCIÓN CASA CAMPO)";"URB";435537,693287952;4472609,40217833
"98035";5176;"CTRA, CARABANCHEL ARAVACA O-E(VILLAVICIOSA-SEBASTIAN ALVARO)";"URB";434396,665113733;4471886,5937778
"98301";10222;"(MICRO) SEBASTIAN ALVARO SALIDA DELANTE GR-8";"URB";434450,143895528;4471779,72148503
"01017";10036;"Barbara Braganza O-E  - Conde Xiquena-Tamayo y Baus";"URB";441134,629601492;4475019,12682102
"01020";3854;"Fernado VI E-O - Campoamor-Hortaleza";"URB";440920,452508756;4475212,93663489
"08013";4013;"Diego de Leon, 51 E-O - General Pardiñas-Ppe, Vergara";"URB";442495,394481021;4476226,17767591
"08021";10100;"(MICRO)Principe Vergara S-N - Marqués Salamanca-Padilla";"URB";442354,392950168;4475844,69470006
"09038";10103;"Principe Vergara N-S(Giro a Jorge Juan) - Goya -Jorge Juan";"URB";442290,51233198;4475013,42777771
"10004";4052;"O´Donnell, 45 E-O - Fernan Gonzalez-Narvaez";"URB";442776,094171763;4474759,55966079
"11010";3615;"Jaime el Conquistador N-S - Torres Miranda-Cte, Benitez";"URB";440760,633969913;4472143,41920046
"11013";5095;"Caceres O-E - Embajadores-Batalla del Salado";"URB";440799,916064021;4472249,25100698
"12018";4125;"Embajadores S-N - Pl, Beata Mª Ana Jesus-Divino Vallés";"URB";440990,530087207;4471850,0247791
"12039";4145;"Ancora E-O - Mendez Alvaro-General Lacy";"URB";441499,932919255;4472691,34165719
"13028";3691;"(AFOROS) Pº del Prado N-S - Pl, Platerias-Gta, Carlos V";"URB";441185,069309973;4473724,33905715
"13029";3718;"(AFOROS) Pº Infata Isabel N-S - Gta, Carlos V-Alfonso XII";"URB";441387,446168348;4473259,71930365
"13034";4177;"Marques Valdavia, 9 O-E - Sta Maria Cabeza-Ronda Atocha";"URB";440982,318860494;4472994,46342326
"13035";4178;"Batalla del Salado N-S - Delicias-Palos Frontera";"URB";440960,227393004;4472851,8342883
"15005";4245;"Barquillo N-S - Infantas-Alcala";"URB";440986,399225397;4474586,14587872
"15006";4246;"Alcala E-O - Pl, Cibeles-Barquillo";"URB";441111,516886231;4474525,01825645
"16035";4307;"Gran Via S-N - Victor Hugo-Clavel";"URB";440756,562922166;4474539,36130732
"19013";4414;"Eloy Gonzalo, 10 N-S - Cardenal Cisneros-Gta, Quevedo";"URB";440383,537472075;4476160,87266858
"19014";4415;"Eloy Gonzalo O-E - Juan de Austria-Santa Engracia";"URB";440508,690981854;4476193,76910664
"21009";3407;"Santa Engracia, 26 S-N - Caracas-Pl, Chamberi";"URB";440872,450281188;4475848,87283018
"21010";4433;"José Abascal, 52 O-E - Alvarez de Castro-Santa Engracia";"URB";440459,787856847;4476672,16198752
"60021";5468;"Bravo Murillo O-E - Poeta Joan Maragall-Pl,Castilla";"URB";441401,663808223;4479651,60569821
"60032";5478;"Alberto Alcocer O-E - Padre Damián-Juán Ramón Jiménez";"URB";441850,687665675;4478915,92868002
"40032";7027;"Av, Pablo Neruda - Candilejas-Romeo y Julieta";"URB";443753,0182573;4470311,44455286
"40402";7116;"Av, Pablo Neruda - Av, Pablo Neruda-Av, Pablo Neruda (mediana)";"URB";443818,74347214;4470306,37784808
"46408";6053;"C/, Angelita Cavero - Angelita Cavero-Arturo Soria";"URB";445066,142813969;4477491,25597815
"47410";6110;"C/, Eladio López Vilches - Mesena-Av, San Luis";"URB";443691,3035486;4480585,5767054
"47411";6111;"Av, San Luis - Julio Danvila-Cuevas Almanzora";"URB";443782,617957325;4480515,80843699
"08014";7037;"Goya, 43 E-O - Nuñez de Balboa-Velazquez";"URB";442071,532490849;4475170,70036857
"09028";4042;"Narvaez S-N - Duque de Sesto-Jorge Juan";"URB";442664,802373007;4474878,37863165
"55021";6238;"Av, Machupichu - Silvano-Mota del Cuervo";"URB";446140,06312062;4479432,66509854
"13003";3759;"Alfonso XII S-N - Giro a Antonio Maura";"URB";441552,511141871;4474146,10672894
"55403";6273;"C/, Emigrantes - Trefacio-Tribaldos";"URB";446016,884760928;4479775,33368219
"16048";4319;"Arriaza N-S - Irun-Cuesta San Vicente";"URB";439258,917777668;4474756,61541022
"59009";6363;"C/, Virgen del Sagrario - Virgen del Portillo-José del Hierro";"URB";444850,623520081;4476483,89917495
"21024";4446;"Gral, Martínez Campos,13 E-O - Modesto Lafuente-Alonso Cano";"URB";440909,208787277;4476276,35052544
"23009";4473;"Guzmán el Bueno N-S - Max Aub-S,Francisco Sales";"URB";439576,662096374;4477219,90355668
"68604";10164;"C/, La Mancha - Guadalcazar-Av, Entrevías";"URB";443184,165238595;4470275,08159787
"60011";5458;"PºCastellana S-N - Jorge Manrique-Carbonero y Sol";"URB";441371,898065859;4477292,03711135
"71019";3711;"C/, Miguel Yuste - Albasanz-Julián Camarillo";"URB";447101,891058696;4476448,82941599
"61117";5621;"(TACTICO)Paraguay S-N - Costa Rica-Alfonso XIII";"URB";443050,595592833;4479032,36393364
"88006";5362;"C/, Peñaranda Bracamonte - Av, Entrepeñas-Av, Suertes";"URB";448457,948911143;4469187,66124661
"97024";5774;"Av,Moncloa O-E  - La Granja - Del Valle";"URB";439244,218013664;4477547,17944026
"97410";4127;"(TACTICA)Méndez Álvaro S-N - (Comercio-Bustamante)";"URB";441824,988550534;4472417,53169648
"32043";4575;"AV, ASTURIAS O-E(P: DIRECCISN-ROSARIO ROMERO)";"URB";440737,938166637;4480371,22681141
"33021";4604;"PEDRO RICO N-S(ARZOBISO MORCILLO-AV, MONFORTE DE LEMOS)";"URB";441494,42400796;4481185,48791526
"35011";4652;"CARTAGENA S-N(ERASO-MARIA TERESA)";"URB";443155,282898187;4476241,16492887
"35014";3501;"CARTAGENA N-S(MARTMNEZ IZQUIERDO-AV,TOREROS)";"URB";443129,575466359;4476017,04227851
"35016";3503;"CARTAGENA S-N(LONDRES-AV,TOREROS)";"URB";443125,899546259;4475807,79156701
"35017";3504;"AV,TOREROS E-O(PILAR DE ZARAGOZA-CARTAGENA)";"URB";443255,692051848;4475930,24229558
"90011";4696;"P: IMPERIAL E-O(JEMENUQO-RONDA DE SEGOVIA)";"URB";439088,331175388;4473500,45970777
"46414";6059;"C/, Mesena - Emilio Rubin-Navarro Amandi";"URB";444085,195398675;4479200,64778158
"90015";3476;"TOLEDO N-S(HUMILLADERO-PUERTA TOLEDO)";"URB";439665,799162573;4473283,87530764
"53001";6133;"Av, Marqués de Corbera  - M-30-Ricardo Ortíz";"URB";444239,271094039;4474776,14509908
"53036";6164;"C/, Vital Aza - Gutierre de Cetina-Ezequiel Solana";"URB";445352,812401632;4475803,23946815
"55007";6227;"Ctra, Canillas - Torquemada-Emigrantes";"URB";445934,970038307;4479587,54242643
"24011";4748;"DUQUESA DE PARCENT ENTRADA GTA,CARMENES  O-E";"URB";436814,868760616;4471877,03522707
"26026";4833;"DIAMANTE S-N(SELMA LAGERLOFF-CTRA, VILLAVERDE)";"URB";441539,164834921;4467251,62509507
"26027";4834;"CRA,VILLAVERD E-O(COALICION-VILLAFUERTE)";"URB";441546,380106123;4467359,49030335
"56003";6287;"C/, López de Hoyos - Guisona-Ángel Luis Herrán";"URB";444697,827049453;4480005,5294091
"26028";4835;"VILLAFUERTE N-S(VILLAJOYOSA-CTRA,VILLAVERDE)";"URB";441453,684403927;4467370,20156208
"57009";6340;"Av, Logroño - Av, General-Canal de Suez";"URB";450714,16241493;4480051,6930201
"28004";5203;"(TACTICO)BARDEGUERAL N-S (GIRO)";"URB";434543,00192068;4478164,16866945
"12007";4114;"Ferrocarril O-E - Batalla del Salado-Pº Delicias";"URB";440965,284857551;4472485,2170315
"12008";4115;"Pº Delicias S-N - Caceres- General Palanca";"URB";441088,37922777;4472233,00860996
"13027";4173;"(AFOROS)Pº del Prado S-N - Espalter-Pl, Canovas  del Castillo";"URB";441208,228509093;4473809,43632766
"15011";4251;"Cedaceros S-N - Carrera San Jeronimo-Alcala";"URB";440741,670570613;4474325,12160318
"16036";4308;"Gran Via N-S - Peligros-Caballero de Gracia";"URB";440690,767782824;4474561,06094663
"21027";4449;"Miguel Angel N-S - Rafael Calvo-Eduardo Dato";"URB";441364,82874529;4476155,11272829
"21028";4450;"Eduardo Dato, 4 O-E - Fernández de la Hoz-Zurbano";"URB";441073,891628649;4476028,25022346
"23005";4471;"(AFOROS) San Francisco de Sales S-N - Cea Bermúdez-Gaztambide";"URB";439216,9004747;4476818,29504895
"43032";5443;"(TACTICO) Pº Vaguada O-E - Centro Cívico-Ginzo de Limia";"URB";440178,546652222;4481433,55131791
"60039";5485;"General Perón E-O - Poeta Joan Maragall-Orense";"URB";441229,10839147;4478191,08044302
"60063";5506;"Padre Damián N-S - Falla-Rafael Salgado";"URB";441739,710105553;4478484,66175629
"61018";5532;"(AFOROS)Av,Pio XII N-S - José Bardasano-Memorial 11 de Marzo 2004";"URB";442880,905385786;4479959,76039619
"61065";5576;"Alberto Alcocer O-E - Lígula-Condes de Val";"URB";442057,534166593;4478882,39957603
"61101";5607;"Costa Rica E-O(Túnel) - Puerto Rico-Chile";"URB";442810,653398356;4478871,98471538
"62010";5625;"Bravo Murillo S-N - Pedro Villar-Rosa Silva";"URB";440924,541623168;4479390,67774196
"62043";5659;"Sor Angela de la Cruz E-O - Poeta Joan Maragall-Orense";"URB";441226,341137236;4478964,06192342
"62100";7112;"Sor Angela de la Cruz O-E(PM62083+PM62081) - Sor Angela de la Cruz O-E(PM62083+PM62081)";"URB";440932,868637674;4479050,08072498
"63050";5737;"Reina Mercedes E-O - Edgar Neville-Aviador Zorita";"URB";440896,046390226;4478040,42171197
"97030";5778;"Gral, Ibáñez Íbero S-N  - Francisco Sales - Reina Victoria";"URB";439753,252230505;4477504,59492488
"97031";5779;"Estudiantes N-S - Juán Montalvo - Reina Victoria";"URB";439578,958562695;4477608,10644421
"40010";5792;"Av, Pablo Neruda - Leoneses-Av, Palomeras";"URB";445030,824334765;4470588,43357013
"41006";5816;"Av, Albufera - Perpetuo Socorro-Puerto Pajares";"URB";443759,815205051;4471794,21382348
"41061";10161;"Av, Albufera - M-40-Tranvía de Arganda";"URB";446236,688754476;4470599,8353923
"44031";5929;"Jose María Fernández Lanseros  - Av, Daroca-Alcalá";"URB";444238,286625014;4475792,95677895
"47012";6073;"C/, Ramonet - Mesena-Arturo Soria";"URB";443566,32115537;4480033,64468979
"53044";6170;"C/, Francisco Villaespesa - José María Pereda-Ledesma";"URB";445081,946275365;4475561,95873209
"54027";6930;"C/, San Cipriano - Lago Van-Villalmanzo";"URB";448517,746913627;4472787,9916468
"55038";6252;"Av, Consejo de Europa - Consejo de Europa-M-40";"URB";447718,450937346;4478919,73629679
"55601";10146;"C/, Silvano 167 - M-40-Haendel";"URB";447031,314552324;4479292,76594465
"56042";6322;"C/, Santa Virgilia - Santa Virgilia-Gregorio Sánchez Herráez";"URB";445733,210386074;4480831,0242818
"65006";6424;"C/, Fuente Carrantona - Hacienda de Palacios-Encomienda de Palacios";"URB";445910,239191565;4472261,31913564
"66005";6471;"C/, Suecia - Suecia-Pº, Ginebra";"URB";448760,806802338;4475013,06923502
"66026";10245;"Av, Luis Aragones - San Hilalrio - Vial 4";"URB";448843,840283383;4476603,50087972
"66027";10246;"Vial 4 - Entrada Av, Luis Aragones";"URB";448929,404002257;4476527,84384605
"68002";6484;"C/, Timoteo Pérez Rubio - Av, Entrevías-Timoteo Pérez Rubio";"URB";442938,675765836;4470992,9295569
"71021";3698;"C/, Miguel Yuste - Gta, Arcentales-Emilio Muñóz";"URB";447243,749977142;4476082,98949997
"74012";6557;"C/, Deyanira - Aracne-Arrastaria";"URB";450160,232844317;4477101,61794083
"74013";6558;"C/, Campezo - Pirra-Deyanira";"URB";450551,390506359;4477151,77888121
"79051";6610;"Av, Francisco Pi y Margall - Ana de Austria-María Tudor";"URB";443737,948905213;4482731,73441513
"82412";5205;"C/, Real Arganda - Serrania Ronda-Jesus del Pino";"URB";447290,545824806;4470084,05372384
"11005";4082;"P: CHOPERA O-E(PL, GENERAL MAROTO -PL, LEGAZPI)";"URB";440905,864025467;4471498,58685286
"14004";4202;"MAGDALENA O-E(CAQIZARES -AVE MARIA)";"URB";440523,152688959;4473762,44312999
"14043";10037;"P: YESERIAS O-E(YESERMAS-NAVES)";"URB";439930,87859707;4472168,27414068
"30019";4489;"MARTIN FIERRO N-S(JUAN HERRERA-OBISPO TREJO)";"URB";437924,400836011;4476506,73915743
"31029";3440;"MORERAS S-N(RAMIRO MAEZTU-JUAN XXIII)";"URB";439089,838242739;4478174,83956817
"31071";10219;"JERONIMA LLORENTE O-E (WAD-RAS -PAMPLONA)";"URB";440075,699941257;4478475,90594346
"31072";10220;"PAMPLONA S-N (FERNANDO OSSORIO -JERONIMA LLORENTE)";"URB";440173,152734275;4478466,17263103
"32031";4567;"MELCHOR FERNANDEZ ALMAGRO O-E(FERROL-GINZO DE LIMIA)";"URB";440223,433237466;4480889,98024634
"32032";4568;"MELCHOR FERNANDEZ ALMAGRO E-O(GINZO DE LIMIA-FERROL)";"URB";440231,718760577;4480896,67224805
"33006";4590;"SALIDA TZNEL N-S(P: CASTELLANA)A 90MTS";"URB";441752,376365754;4480701,42329925
"34003";3740;"(AFOROS) LSPEZ DE HOYOS E-O(CARTAGENA-JOSEP PLA)";"URB";442651,367594469;4477106,0424607
"34032";3689;"SANTA HORTENSIA O-E(CLARA DEL REY-CORAZON DE MARIA)";"URB";443383,099158953;4477282,11676374
"35049";4681;"PL,VENECIA O-E(AV,BRUSELAS-AV,BRASILIA)";"URB";443821,23788506;4476900,24618689
"35051";4682;"AV,TOREROS E-O(CARTAGENA-FCO,SILVELA)";"URB";443115,293830535;4475910,84215176
"31027";4516;"ARQUITECTO SANCHEZ ARCAS S-N(VALLS FERRER-PABLO IGLESIAS)";"URB";439396,732693535;4478412,92464488
"31028";5142;"ARQUITECTO SANCHEZ ARCAS N-S(VALLS FERRERA-MORERAS)";"URB";439275,182971241;4478342,46388145
"90043";4717;"SEGOVIA E-O(CAVA BAJA -TOLEDO)";"URB";439923,842597932;4473907,10809888
"93012";4729;"Antonio Machado S-N(Av, Martires Marmstas-Sinesio Delgado)";"URB";438997,913365684;4479581,40976403
"24007";4744;"ALHAMBRA ENTRE GTA,CARMENES-PTA,IGLESIA  S-N";"URB";436850,142524583;4472212,06218923
"24044";10225;"VILLAMANIN S-N GIRO IZDA(A-5 - VILLASANDINO)";"URB";436124,871521295;4472968,97938087
"26034";10287;"BOHEMIOS E-O(VERBENA PALOMA-MANOJO ROSAS)";"URB";440860,939049423;4467552,41651884
"28040";4889;"OSA MAYOR O-E(Pº ERMITA-ARAQUIL)";"URB";433905,474119753;4479041,64861
"28043";3627;"CRA,HUMERA N-S (OSA MAYOR-RIAZA)";"URB";433944,689975742;4478965,18521857
"36301";4863;"(MICRO)PLEYADES S-N(ESTUDIO-ANA TERESA)";"URB";433522,494292592;4479188,70150582
"38024";4943;"AV, POBLADOS E-O(GUETARIA-CTRA, TOLEDO)";"URB";439091,040999907;4469502,78070184
"39020";4973;"AV, POBLADOS O-E(EDUARDO BARREIROS-AV, ANDALUCIA)";"URB";440927,89443213;4469146,65261835
"42017";5885;"Fermín Caballero 70 E-O(Av, Betanzos- Esquivias)";"URB";439613,021631743;4481518,2562598
"48005";3517;"(TACTICO)ALMENDRALES S-N";"URB";440545,079115969;4470982,08512456
"49035";5061;"OPORTO S-N(VALLE ORO-GRAL, RICARDOS)(GIRO IZDA,)";"URB";437955,896939319;4471104,00282617
"50031";3633;"(TACTICO)SAN FILIBERTO N-S";"URB";439198,660585758;4470788,97395994
"73001";6959;"ARROYO DEL MONTE N-S (GTA, OLGA RAMOS-GTA, GRACITA MORALES)";"URB";438171,907246946;4482098,05803366
"75009";6567;"NTRA, SRA, VALVERDE N-S(ISLAS VIRGENES-ISLA JARVI)";"URB";441736,430814134;4482854,92222946
"76008";6964;"ACCESO M-607 N-S (VIA DE SERVICIO - AV, MONTECARMELO)";"URB";440941,135023324;4483739,86498179
"80015";5160;"(TACTICO)JOSE CADALSO S-N(VALLE INCLAN-AV, LAS AGUILAS)";"URB";434472,658243429;4470499,26271155
"84028";5263;"JACOBEO O-E (UDAD, ALCALA HENARES-PINAR SAN JOSE)";"URB";435396,144757356;4468583,94122128
"85022";5296;"MARQUES JURA REAL N-S (ANTONIO LÓPEZ-PEDRO YAGUE)";"URB";439893,844684189;4471685,61531101
"86024";5327;"JOAQUIN TURINA ENTRE MADRE CELESTE Y CNO,DE LAS CRUCES";"URB";435726,211275083;4469315,90979409
"87028";9936;"PERIANA N-S (RUTILO-AV, ROSALES)";"URB";441635,464163374;4468583,56312462
"95018";5007;"Pº EXTREMADURA E-O(GUADARRAMA-STA, URSULA)";"URB";437925,46158809;4473795,61744255
"95034";5015;"CARAMUEL S-N(AV, CAPRICHOS-PABLO SARASATE)";"URB";438071,19029608;4473018,11536282
"16022";3672;"Gran Via S-N - Silva-Libreros";"URB";440022,90472286;4474722,67224163
"62066";5678;"Infanta Mercedes S-N - Sor Angela de la Cruz-Francisco Gervás";"URB";440963,152266473;4479112,25155988
"55050";6262;"Pl, Manuel Rodrigo - José Rizal-Av, Machupichu";"URB";446416,770659465;4479043,72361817
"57011";6342;"Av, Logroño - Timón-Pajarones";"URB";450641,888164081;4480607,32670382
"11015";4086;"Embajadores S-N - Cáceres-Greneral Palanca";"URB";440760,672904728;4472294,50029157
"43024";5435;"FINISTERRE N-S(SANTIAGO DE COMPOSTELA-AV,MONFORTE  LEMOS)";"URB";440423,982068574;4481290,44331179
"96045";5100;"OCA ENTRE BERNARDINA ARANGUREN Y TINTAS SENTIDO O-E";"URB";437091,909560694;4471154,04050471
